Threshold,SelfHalluCatcher Precision,SelfHalluCatcher Recall,SelfHalluCatcher F1,Selfcheck Precision,Selfcheck Recall,Selfcheck F1
0.23,0.46113989637305697,0.7807017543859649,0.5798045602605864,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.24,0.46113989637305697,0.7807017543859649,0.5798045602605864,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.25,0.46113989637305697,0.7807017543859649,0.5798045602605864,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.26,0.4762773722627737,0.7631578947368421,0.5865168539325843,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.27,0.4762773722627737,0.7631578947368421,0.5865168539325843,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.28,0.4762773722627737,0.7631578947368421,0.5865168539325843,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.29,0.4762773722627737,0.7631578947368421,0.5865168539325843,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.3,0.4762773722627737,0.7631578947368421,0.5865168539325843,0.5963855421686747,0.2894736842105263,0.38976377952755903
0.31,0.5065217391304347,0.6812865497076024,0.5810473815461347,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.32,0.5065217391304347,0.6812865497076024,0.5810473815461347,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.33,0.5065217391304347,0.6812865497076024,0.5810473815461347,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.34,0.5065217391304347,0.6812865497076024,0.5810473815461347,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.35,0.5065217391304347,0.6812865497076024,0.5810473815461347,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.36,0.5106888361045131,0.6286549707602339,0.563564875491481,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.37,0.5106888361045131,0.6286549707602339,0.563564875491481,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.38,0.5106888361045131,0.6286549707602339,0.563564875491481,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.39,0.5106888361045131,0.6286549707602339,0.563564875491481,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.4,0.5112219451371571,0.5994152046783626,0.5518169582772544,0.6198347107438017,0.21929824561403508,0.32397408207343414
0.41,0.555205047318612,0.5146198830409356,0.534142640364188,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.42,0.555205047318612,0.5146198830409356,0.534142640364188,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.43,0.555205047318612,0.5146198830409356,0.534142640364188,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.44,0.555205047318612,0.5146198830409356,0.534142640364188,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.45,0.5594405594405595,0.4678362573099415,0.5095541401273885,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.46,0.5620437956204379,0.4502923976608187,0.5,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.47,0.5620437956204379,0.4502923976608187,0.5,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.48,0.5620437956204379,0.4502923976608187,0.5,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.49,0.5620437956204379,0.4502923976608187,0.5,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.5,0.5617977528089888,0.43859649122807015,0.49261083743842365,0.6161616161616161,0.1783625730994152,0.2766439909297052
0.51,0.7350993377483444,0.32456140350877194,0.45030425963488846,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.52,0.7350993377483444,0.32456140350877194,0.45030425963488846,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.53,0.7350993377483444,0.32456140350877194,0.45030425963488846,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.54,0.7350993377483444,0.32456140350877194,0.45030425963488846,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.55,0.7518248175182481,0.30116959064327486,0.430062630480167,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.56,0.7716535433070866,0.28654970760233917,0.417910447761194,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.57,0.7716535433070866,0.28654970760233917,0.417910447761194,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.58,0.7716535433070866,0.28654970760233917,0.417910447761194,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.59,0.7716535433070866,0.28654970760233917,0.417910447761194,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.6,0.7716535433070866,0.28654970760233917,0.417910447761194,0.6266666666666667,0.13742690058479531,0.22541966426858512
0.61,0.8064516129032258,0.21929824561403508,0.3448275862068965,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.62,0.8064516129032258,0.21929824561403508,0.3448275862068965,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.63,0.8064516129032258,0.21929824561403508,0.3448275862068965,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.64,0.8064516129032258,0.21929824561403508,0.3448275862068965,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.65,0.8117647058823529,0.20175438596491227,0.3231850117096019,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.66,0.7894736842105263,0.17543859649122806,0.2870813397129186,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.67,0.7894736842105263,0.17543859649122806,0.2870813397129186,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.68,0.7894736842105263,0.17543859649122806,0.2870813397129186,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.69,0.7894736842105263,0.17543859649122806,0.2870813397129186,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.7,0.7894736842105263,0.17543859649122806,0.2870813397129186,0.6949152542372882,0.11988304093567251,0.20448877805486282
0.71,0.8269230769230769,0.12573099415204678,0.21827411167512686,0.775,0.09064327485380116,0.16230366492146597
0.72,0.8269230769230769,0.12573099415204678,0.21827411167512686,0.775,0.09064327485380116,0.16230366492146597
0.73,0.8269230769230769,0.12573099415204678,0.21827411167512686,0.775,0.09064327485380116,0.16230366492146597
0.74,0.8269230769230769,0.12573099415204678,0.21827411167512686,0.775,0.09064327485380116,0.16230366492146597
0.75,0.8478260869565217,0.11403508771929824,0.20103092783505153,0.775,0.09064327485380116,0.16230366492146597
0.76,0.8378378378378378,0.09064327485380116,0.16358839050131924,0.775,0.09064327485380116,0.16230366492146597
0.77,0.8378378378378378,0.09064327485380116,0.16358839050131924,0.775,0.09064327485380116,0.16230366492146597
0.78,0.8378378378378378,0.09064327485380116,0.16358839050131924,0.775,0.09064327485380116,0.16230366492146597
0.79,0.8378378378378378,0.09064327485380116,0.16358839050131924,0.775,0.09064327485380116,0.16230366492146597
0.8,0.8571428571428571,0.05263157894736842,0.09917355371900825,0.775,0.09064327485380116,0.16230366492146597
0.81,0.8421052631578947,0.04678362573099415,0.0886426592797784,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.82,0.8421052631578947,0.04678362573099415,0.0886426592797784,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.83,0.8421052631578947,0.04678362573099415,0.0886426592797784,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.84,0.8421052631578947,0.04678362573099415,0.0886426592797784,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.85,0.8823529411764706,0.043859649122807015,0.08356545961002784,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.86,0.8666666666666667,0.038011695906432746,0.07282913165266106,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.87,0.8666666666666667,0.038011695906432746,0.07282913165266106,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.88,0.8666666666666667,0.038011695906432746,0.07282913165266106,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.89,0.8666666666666667,0.038011695906432746,0.07282913165266106,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.9,0.8,0.011695906432748537,0.023054755043227664,0.7619047619047619,0.04678362573099415,0.0881542699724518
0.91,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.92,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.93,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.94,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.95,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.96,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.97,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.98,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
0.99,0.75,0.008771929824561403,0.017341040462427744,0.6923076923076923,0.02631578947368421,0.05070422535211268
1.0,0.0,0.0,0.0,0.6923076923076923,0.02631578947368421,0.05070422535211268
